key,url
APT1,https://www.securityweek.com/operation-oceansalt-reuses-code-chinese-group-apt1
APT1,https://www.securityweek.com/lessons-mandiant%E2%80%99s-apt1-report
APT1,https://www.securityweek.com/lockheed-attackers-went-quiet-after-apt1-report-exposed-chinese-hackers
APT1,https://www.securityweek.com/cyber-unit-chinas-pla-behind-massive-cyber-espionage-operation-report
APT1,https://www.securityweek.com/chinas-apt1-changing-tactics-rebuilding-mandiant
APT1,https://www.securityweek.com/chinese-whispers-chinese-lies-analyzing-mandiants-apt1-report
APT1,https://www.securityweek.com/chinas-apt1-still-operating-same-modus-operandi
APT1,https://www.securityweek.com/fireeye-denies-hacking-back-against-chinese-cyberspies
APT1,https://www.securityweek.com/researchers-identify-targeted-attacks-australia
APT1,https://www.securityweek.com/dust-storm-attackers-target-japanese-critical-infrastructure
APT3,https://www.securityweek.com/apt3-hackers-linked-chinese-ministry-state-security
APT3,https://www.securityweek.com/china-linked-apt3-group-focuses-attacks-hong-kong
APT3,https://www.securityweek.com/apt3-group-using-windows-ole-vulnerability-fireeye
APT3,https://www.securityweek.com/flash-player-flaw-used-apt3-group-added-magnitude-exploit-kit
APT3,https://www.securityweek.com/us-indicts-chinese-hacking-siemens-moody
APT3,https://www.securityweek.com/adobe-flash-player-zero-day-exploited-attack-campaign
APT3,https://www.securityweek.com/state-sponsored-attackers-use-web-analytics-reconnaissance
APT3,https://www.securityweek.com/new-adobe-flash-player-flaw-shares-similarities-previous-vulnerability-trend-micro
APT10,https://www.securityweek.com/china-linked-apt10-hackers-update-attack-techniques
APT10,https://www.securityweek.com/china-linked-group-uses-new-malware-japan-attacks
APT10,https://www.securityweek.com/operation-cloud-hopper-china-based-hackers-target-managed-service-providers
APT10,https://www.securityweek.com/poison-ivy-rat-campaign-leverages-new-delivery-techniques
APT10,https://www.securityweek.com/china-linked-hackers-target-us-trade-group
APT10,https://www.securityweek.com/dhs-warns-attacks-managed-service-providers
APT10,https://www.securityweek.com/dont-fall-victim-ip-theft-and-corporate-espionage
APT10,https://www.securityweek.com/researchers-warn-against-knee-jerk-attribution-olympic-destroyer-attack
APT10,https://www.securityweek.com/report-highlights-business-risks-drawn-geopolitical-flashpoints
APT12,https://www.securityweek.com/china-linked-spies-target-taiwan-ie-exploit
APT12,https://www.securityweek.com/apt-attackers-target-japanese-word-processor-zero-day
APT15,https://www.securityweek.com/apt-attackers-target-japanese-word-processor-zero-day
APT15,https://www.securityweek.com/china-linked-spies-used-new-malware-uk-government-attack
APT15,https://www.securityweek.com/china-linked-spies-used-new-malware-uk-government-attack
APT16,https://www.securityweek.com/microsoft-office-flaw-exploited-several-apt-actors
APT16,https://www.securityweek.com/year-old-office-vulnerabilities-most-popular-current-attacks
APT17,https://www.securityweek.com/chinese-threat-group-uses-microsofts-technet-portal-host-cc-ips
APT17,https://www.securityweek.com/researchers-link-ccleaner-attack-state-sponsored-chinese-hackers
APT17,https://www.securityweek.com/ccleaner-incident-investigation-reveals-possible-stage-3-payload
APT17,https://www.securityweek.com/researchers-link-several-state-sponsored-chinese-spy-groups
APT17,https://www.securityweek.com/cyber-espionage-targets-interests-south-china-sea
APT18,https://www.securityweek.com/chinese-cyberspies-target-european-drone-maker-energy-firm
APT18,https://www.securityweek.com/chinese-apt-group-uses-hacking-team%E2%80%99s-flash-player-exploit
APT18,https://www.securityweek.com/two-new-flash-player-zero-day-bugs-found-hacking-team-leak
APT18,https://www.securityweek.com/wekby-group-uses-dns-requests-cc-communications
APT27,https://www.securityweek.com/chinese-cyberspies-target-european-drone-maker-energy-firm
APT27,https://www.securityweek.com/chinese-cyberspies-target-national-data-center-asia
APT27,https://www.securityweek.com/china-linked-hackers-use-signed-network-filtering-driver-recent-attacks
APT28,https://www.securityweek.com/fireeye-links-russia-cyber-espionage-campaign-dating-back-2007
APT28,https://www.securityweek.com/microsoft-disrupts-election-related-domains-used-russian-hackers
APT28,https://www.securityweek.com/russian-hackers-exploit-recently-patched-flash-vulnerability
APT28,https://www.securityweek.com/russia-linked-hackers-used-two-zero-days-recent-targeted-attack-fireeye
APT28,https://www.securityweek.com/russia-linked-hackers-used-two-zero-days-recent-targeted-attack-fireeye
APT28,https://www.securityweek.com/who-hacked-french-president-elect-emmanuel-macrons-campaign
APT28,https://www.securityweek.com/cyberattack-ongoing-against-german-government-network
APT28,https://www.securityweek.com/russian-spies-lure-targets-nato-cybersecurity-conference
APT28,https://www.securityweek.com/russian-hackers-target-montenegro-country-joins-nato
APT28,https://www.securityweek.com/russia-linked-spies-deliver-malware-dde-attack
APT28,https://www.securityweek.com/pawn-storm-cyberspies-target-german-ruling-party
APT28,https://www.securityweek.com/researchers-dissect-tool-used-infamous-russian-hacker-group
APT28,https://www.securityweek.com/russian-cyberspies-shift-focus-nato-countries-asia
APT28,https://www.securityweek.com/germany-accuses-russia-hybrid-warfare
APT28,https://www.securityweek.com/russian-cyberspies-target-hotels-europe
APT28,https://www.securityweek.com/russia-linked-pawn-storm-attackers-exploiting-new-adobe-flash-zero-day
APT28,https://www.securityweek.com/russian-cyber-espionage-group-planning-hit-banks-report
APT28,https://www.securityweek.com/microsoft-patches-zero-days-exploited-russia-linked-hackers
APT28,https://www.securityweek.com/russia-linked-hackers-exploit-lojack-recovery-tool-attacks
APT28,https://www.securityweek.com/attackers-using-usb-malware-steal-data-air-gapped-networks
APT28,https://www.securityweek.com/sofacy-attacks-overlap-other-state-sponsored-operations
APT28,https://www.securityweek.com/tech-firms-target-domains-used-russia-linked-threat-group
APT28,https://www.securityweek.com/russian-cyberspies-change-tactics-recent-campaign
APT28,https://www.securityweek.com/dhs-uses-cyber-kill-chain-analyze-russia-linked-election-hacks
APT28,https://www.securityweek.com/russia-linked-hackers-directly-targeting-diplomats-report
APT28,https://www.securityweek.com/russian-hackers-favor-windows-office-exploits-report
APT28,https://www.securityweek.com/russian-hackers-infiltrated-german-ministries-network-report
APT28,https://www.securityweek.com/pawn-storm-attackers-target-mh17-plane-crash-investigators
APT28,https://www.securityweek.com/fysbis-backdoor-preferred-pawn-storm-group-target-linux
APT28,https://www.securityweek.com/russian-fancy-bear-hackers-abuse-blogspot-phishing
APT28,https://www.securityweek.com/google-tightens-oauth-rules-combat-phishing
APT28,https://www.securityweek.com/sofacy-targets-european-govt-us-accuses-russia-hacking
APT28,https://www.securityweek.com/evidence-links-russia-second-democratic-party-hack
APT28,https://www.securityweek.com/hackers-leak-olympic-committee-emails-response-russia-ban
APT28,https://www.securityweek.com/attack-olympics-anti-doping-agency-linked-russia
APT28,https://www.securityweek.com/putin-patriotic-russians-could-be-behind-election-hacks
APT28,https://www.securityweek.com/cyberspies-ramped-attacks-after-exposure-zero-days
APT28,https://www.securityweek.com/adobe-patch-tuesday-updates-fix-only-one-flash-player-flaw
APT28,https://www.securityweek.com/adobe-patches-flash-zero-day-exploited-pawn-storm
APT28,https://www.securityweek.com/hackers-target-czech-foreign-ministrys-email-system
APT28,https://www.securityweek.com/windows-zero-day-exploited-attacks-aimed-middle-east
APT28,https://www.securityweek.com/hackers-leak-more-confidential-athlete-data
APT28,https://www.securityweek.com/russian-cyberspies-accused-attack-olympics-anti-doping-agency
APT28,https://www.securityweek.com/state-election-system-hacking-linked-previous-attacks
APT28,https://www.securityweek.com/fbi-attribution-vpnfilter-attack-raises-questions
APT28,https://www.securityweek.com/more-evidence-links-russia-dnc-attack
APT28,https://www.securityweek.com/uk-australia-blame-russia-bad-rabbit-other-attacks
APT28,https://www.securityweek.com/experts-doubt-russia-used-malware-track-ukrainian-troops
APT28,https://www.securityweek.com/microsoft-patches-windows-zero-day-exploited-russian-hackers
APT28,https://www.securityweek.com/pawn-storm-group-targets-turkey
APT28,https://www.securityweek.com/macronleaks-hackers-find-flaw-french-cyber-fortress
APT28,https://www.securityweek.com/evidence-russia-behind-cyber-attacks-germany-secret-service
APT28,https://www.securityweek.com/sofacy-threat-group-targets-us-government
APT28,https://www.securityweek.com/russia-linked-cyberspies-target-google-accounts
APT28,https://www.securityweek.com/adobe-patches-9-flash-player-flaws-reported-zdi
APT28,https://www.securityweek.com/malicious-pdf-leads-discovery-adobe-reader-windows-zero-days
APT28,https://www.securityweek.com/us-govs-grizzly-steppe-report-fails-achieve-purpose-experts
APT28,https://www.securityweek.com/windows-zero-day-exploited-russia-linked-cyberspies
APT28,https://www.securityweek.com/adobe-patches-flash-zero-day-exploited-targeted-attacks
APT28,https://www.securityweek.com/russia-used-android-malware-track-ukrainian-troops-report
APT28,https://www.securityweek.com/windows-10-blocks-zero-days-patches-arrive-microsoft
APT28,https://www.securityweek.com/russian-cyberspies-use-komplex-trojan-target-os-x-systems
APT28,https://www.securityweek.com/russian-cyberspies-use-uefi-rootkit-attacks
APT28,https://www.securityweek.com/oracle-patches-java-zero-day-192-other-security-bugs
APT28,https://www.securityweek.com/sophisticated-false-flags-planted-olympic-destroyer-malware
APT28,https://www.securityweek.com/us-attributes-election-hacks-russian-threat-groups
APT28,https://www.securityweek.com/russia-linked-hackers-leak-football-doping-files
APT28,https://www.securityweek.com/corporate-users-increasingly-targeted-exploits-kaspersky
APT28,https://www.securityweek.com/usual-threats-more-sophisticated-and-faster-report
APT28,https://www.securityweek.com/iaaf-says-russia-linked-hackers-accessed-medical-records
APT28,https://www.securityweek.com/france-tv-cyberattack-probe-focused-russian-hackers
APT28,https://www.securityweek.com/microsoft-patches-office-zero-day-bug-used-apt-group
APT28,https://www.securityweek.com/russias-hackers-long-tied-military-secret-services
APT28,https://www.securityweek.com/adobe-patch-flash-zero-day-exploited-russian-attackers
APT28,https://www.securityweek.com/denmark-says-russia-hacked-defense-ministry-emails
APT28,https://www.securityweek.com/french-presidential-candidate-targeted-russia-linked-hackers
APT28,https://www.securityweek.com/industry-reactions-us-indicting-12-russians-dnc-hack
APT28,https://www.securityweek.com/vermont-utility-refutes-reports-russia-hacking-us-electric-grid
APT28,https://www.securityweek.com/russian-cyberspies-use-updated-arsenal-attack-defense-contractors
APT29,https://www.securityweek.com/apt29-uses-stealthy-backdoor-maintain-access-targets
APT29,https://www.securityweek.com/apt29-cyberspies-use-domain-fronting-evade-detection
APT29,https://www.securityweek.com/russian-hacker-tool-uses-legitimate-web-services-hide-attacks-fireeye
APT29,https://www.securityweek.com/norway-accuses-russia-cyberattack
APT29,https://www.securityweek.com/google-warns-users-recent-state-sponsored-attacks
APT29,https://www.securityweek.com/democracy-risk-poor-cybersecurity-foreign-interference-survey
APT29,https://www.securityweek.com/cyberspies-launch-us-attacks-hours-after-trump-elected
APT29,https://www.securityweek.com/early-toolsets-used-dukes-attackers-suggest-russian-roots
APT29,https://www.securityweek.com/us-officially-accuses-russia-election-hacks
APT29,https://www.securityweek.com/north-koreas-ddos-attacks-analyzed-based-ips
APT29,https://www.securityweek.com/man-cloud-attacks-leverage-storage-services-steal-data
APT30,https://www.securityweek.com/fireeye-uncovers-decade-long-cyber-espionage-campaign-targeting-south-east-asia
APT30,https://www.securityweek.com/naikon-threat-group-linked-chinese-army
APT30,https://www.securityweek.com/fireeye-uncovers-decade-long-cyber-espionage-campaign-targeting-south-east-asia
APT32,https://www.securityweek.com/apt32-vietnamese-hackers-target-foreign-corporations
APT32,https://www.securityweek.com/how-apt32-hacked-global-asian-firm-persistence
APT32,https://www.securityweek.com/oceanlotus-spies-use-new-backdoor-recent-attacks
APT32,https://www.securityweek.com/campaign-targets-russian-speaking-enterprises-new-backdoor
APT32,https://www.securityweek.com/vietnamese-spies-rival-notorious-russian-group-sophistication
APT32,https://www.securityweek.com/new-macos-backdoor-linked-cyber-espionage-group
APT32,https://www.securityweek.com/breaches-increasingly-discovered-internally-mandiant
APT33,https://www.securityweek.com/iranian-hackers-target-aerospace-energy-companies
APT33,https://www.securityweek.com/five-threat-groups-target-industrial-systems-dragos
APT33,https://www.securityweek.com/iranian-hackers-impersonate-israeli-security-firm
APT33,https://www.securityweek.com/industry-reactions-iran-cyber-retaliation-over-us-nuclear-deal-exit
APT34,https://www.securityweek.com/iranian-cyberspies-exploit-recently-patched-office-flaw
APT34,https://www.securityweek.com/iranian-hackers-use-quadagent-backdoor-recent-attacks
APT35,https://www.securityweek.com/iranian-hackers-impersonate-israeli-security-firm
APT35,https://www.securityweek.com/iran-linked-influence-campaign-targets-us-others
APT35,https://www.securityweek.com/breaches-increasingly-discovered-internally-mandiant
APT37,https://www.securityweek.com/north-korean-hacking-group-apt37-expands-targets
APT37,https://www.securityweek.com/researchers-link-new-android-backdoor-north-korean-hackers
APT37,https://www.securityweek.com/north-korea-cyber-threat-more-aggressive-china-us-firm
APT37,https://www.securityweek.com/north-korean-hacking-group-apt37-expands-targets
APT37,https://www.securityweek.com/north-koreas-flash-player-flaw-now-exploited-cybercriminals
APT37,https://www.securityweek.com/researchers-say-code-reuse-links-north-koreas-malware
APT38,https://www.securityweek.com/north-korean-attacks-banks-attributed-apt38-group
APT38,https://www.securityweek.com/nkorea-said-have-stolen-fortune-online-bank-heists